Txn_ID,Order_Date,Cust_ID,Prod_ID,Store_Code,Quantity,Discount,Payment_Mode,Created_On,Updated_On
TB100282,2024-06-30,CB1006,PB1034,SB112,10,20.0,CARD,2024-07-01,2024-07-10
TB100283,2023-05-08,CB1082,PB1052,SB117,5,15.0,Cash,2023-05-10,2023-05-13
TB100284,2023-08-29,CB1315,PB1029,SB108,6,10.0,Card,2023-08-31,2023-09-29
TB100285,2025-09-06,CB1192,PB1054,SB118,10,,net banking,2025-09-06,2025-09-20
TB100286,2026-01-05,CB1349,PB1097,SB103,4,5.0,net banking,2026-01-07,2026-02-02
TB100287,2025-12-17,CB1058,PB1008,SB118,10,0.0,CARD,2025-12-19,2025-12-30
TB100288,2026-03-18,CB1267,PB1057,SB104,6,5.0,CARD,2026-03-20,2026-03-24
TB100289,2025-09-28,CB1029,PB1059,SB105,8,20.0,Net Banking,2025-09-28,2025-10-26
TB100290,2025-07-24,CB1345,PB1104,SB110,8,20.0,UPI,2025-07-26,2025-07-27
TB100291,2025-03-21,CB1297,PB1010,SB102,4,0.0,Net Banking,2025-03-22,2025-04-17
TB100292,2024-12-06,CB1036,PB1120,SB116,1,20.0,UPI,2024-12-08,2024-12-10
TB100293,2024-08-10,CB1192,PB1115,SB113,7,5.0,net banking,2024-08-11,2024-08-16
TB100294,2025-02-12,CB1069,PB1084,SB112,9,,upi,2025-02-13,2025-02-15
TB100295,2024-01-01,CB1115,PB1107,SB101,3,20.0,UPI,2024-01-03,2024-01-15
TB100296,2024-09-03,CB1218,PB1069,SB113,9,,CARD,2024-09-04,2024-09-25
TB100297,2024-05-21,CB1097,PB1120,SB104,5,5.0,UPI,2024-05-22,2024-06-02
TB100298,2025-05-08,CB1106,PB1009,SB104,4,0.0,UPI,2025-05-10,2025-06-03
TB100299,2025-07-03,CB1126,PB1095,SB102,1,,Net Banking,2025-07-05,2025-07-26
TB100300,2025-06-17,CB1072,PB1065,SB110,1,5.0,CARD,2025-06-17,2025-07-04
TB100301,2026-03-25,CB1122,PB1039,SB105,6,20.0,CARD,2026-03-26,2026-04-13
TB100302,2025-04-26,CB1303,PB1113,SB106,9,0.0,Net Banking,2025-04-27,2025-05-05
TB100303,2026-02-12,CB1269,PB1041,SB114,7,10.0,Net Banking,2026-02-13,2026-02-14
TB100304,2023-11-02,CB1243,PB1031,SB108,9,5.0,Cash,2023-11-03,2023-11-15
TB100305,2023-10-23,CB1212,PB1054,SB118,9,0.0,Card,2023-10-24,2023-11-22
TB100306,2025-03-06,CB1332,PB1011,SB115,6,5.0,cash,2025-03-06,2025-03-14
TB100307,2023-07-09,CB1138,PB1049,SB102,1,5.0,upi,2023-07-11,2023-08-03
TB100308,2024-01-21,CB1112,PB1062,SB107,9,,cash,2024-01-23,2024-02-15
TB100309,2024-09-12,CB1246,PB1118,SB108,2,5.0,CARD,2024-09-12,2024-09-18
TB100310,2025-03-23,CB1195,PB1060,SB118,5,10.0,cash,2025-03-23,2025-04-09
TB100311,2024-09-23,CB1239,PB1013,SB116,8,20.0,cash,2024-09-24,2024-10-05
TB100312,2024-02-21,CB1289,PB1111,SB108,1,15.0,Card,2024-02-22,2024-03-03
TB100313,2023-02-03,CB1214,PB1038,SB105,10,20.0,CARD,2023-02-04,2023-02-21
TB100314,2024-11-06,CB1256,PB1071,SB111,4,20.0,Cash,2024-11-06,2024-11-18
TB100315,2025-09-27,CB1236,PB1022,SB112,8,,Card,2025-09-29,2025-10-19
TB100316,2023-10-14,CB1278,PB1083,SB102,3,15.0,UPI,2023-10-16,2023-11-02
TB100317,2023-06-02,CB1071,PB1108,SB108,7,0.0,upi,2023-06-04,2023-06-05
TB100318,2023-11-06,CB1192,PB1008,SB116,8,20.0,net banking,2023-11-06,2023-11-12
TB100319,2023-02-02,CB1007,PB1003,SB117,7,20.0,Cash,2023-02-02,2023-02-19
TB100320,2026-01-02,CB1092,PB1014,SB104,7,20.0,Card,2026-01-03,2026-01-03
TB100321,2024-05-08,CB1182,PB1035,SB113,5,20.0,upi,2024-05-08,2024-05-27
TB100322,2025-02-03,CB1116,PB1039,SB103,4,20.0,UPI,2025-02-04,2025-02-18
TB100323,2023-07-11,CB1244,PB1008,SB101,9,15.0,Card,2023-07-12,2023-07-24
TB100324,2023-06-19,CB1290,PB1110,SB104,6,15.0,UPI,2023-06-20,2023-07-17
TB100325,2024-04-15,CB1244,PB1035,SB102,10,,upi,2024-04-15,2024-05-13
TB100326,2024-07-28,CB1092,PB1119,SB111,1,,UPI,2024-07-30,2024-08-17
TB100327,2024-02-29,CB1040,PB1039,SB106,7,,CARD,2024-03-02,2024-03-06
TB100328,2026-03-06,CB1197,PB1097,SB105,-1,20.0,upi,2026-03-07,2026-03-28
TB100329,2025-10-22,CB1224,PB1030,SB103,2,0.0,cash,2025-10-24,2025-11-04
TB100330,2025-03-23,CB1231,PB1063,SB108,5,,cash,2025-03-24,2025-03-24
TB100331,2026-02-06,CB1339,PB1049,SB103,10,5.0,Cash,2026-02-07,2026-02-20
TB100332,2024-05-19,CB1079,PB1049,SB105,5,0.0,Net Banking,2024-05-21,2024-05-23
TB100333,2024-10-10,CB1158,PB1057,SB112,1,0.0,Cash,2024-10-11,2024-10-14
TB100334,2023-07-29,CB1230,PB1072,SB118,7,5.0,Net Banking,2023-07-29,2023-07-31
TB100335,2023-07-31,CB1048,PB1077,SB111,9,10.0,Net Banking,2023-07-31,2023-08-02
TB100336,2023-01-26,CB1287,PB1116,SB108,2,15.0,Card,2023-01-27,2023-02-09
TB100337,2025-02-18,CB1138,PB1064,SB105,5,10.0,upi,2025-02-18,2025-02-22
TB100338,2023-12-09,CB1248,PB1101,SB103,5,15.0,cash,2023-12-10,2023-12-18
TB100339,2024-05-30,CB1305,PB1079,SB107,8,,net banking,2024-05-30,2024-06-22
TB100340,2023-08-08,CB1171,PB1108,SB113,7,0.0,cash,2023-08-08,2023-08-17
TB100341,2025-06-20,CB1070,PB1039,SB111,10,,CARD,2025-06-21,2025-07-04
TB100342,2025-09-08,CB1150,PB1095,SB116,6,15.0,CARD,2025-09-09,2025-09-14
TB100343,2024-10-29,CB1059,PB1120,SB107,6,15.0,Card,2024-10-30,2024-11-07
TB100344,2026-01-31,CB1108,PB1057,SB110,8,,upi,2026-01-31,2026-03-02
TB100345,2025-04-17,CB1124,PB1033,SB105,5,5.0,Net Banking,2025-04-19,2025-05-04
TB100346,2025-02-11,CB1299,PB1052,SB118,8,20.0,Net Banking,2025-02-11,2025-02-25
TB100347,2026-01-18,CB1305,PB1082,SB103,9,10.0,upi,2026-01-18,2026-02-12
TB100348,2024-05-23,CB1332,PB1079,SB102,3,10.0,Net Banking,2024-05-25,2024-06-15
TB100349,2024-11-10,CB1133,PB1029,SB117,2,0.0,CARD,2024-11-11,2024-11-14
TB100350,2025-07-01,CB1257,PB1020,SB112,10,15.0,UPI,2025-07-02,2025-07-14
TB100351,2025-09-15,CB1060,PB1107,SB105,2,15.0,cash,2025-09-15,2025-09-24
TB100352,2024-09-30,CB1248,PB1045,SB116,9,5.0,upi,2024-10-01,2024-10-15
TB100353,2025-06-16,CB1035,PB1039,SB102,6,15.0,upi,2025-06-18,2025-07-10
TB100354,2023-02-16,CB1125,PB1067,SB106,3,0.0,Card,2023-02-17,2023-03-09
TB100355,2024-11-08,CB1208,PB1081,SB106,4,15.0,Card,2024-11-10,2024-11-23
TB100356,2025-06-04,CB1102,PB1058,SB114,10,,Net Banking,2025-06-05,2025-06-05
TB100357,2023-01-10,CB1033,PB1074,SB104,5,5.0,Card,2023-01-12,2023-01-18
TB100358,2025-01-19,CB1135,PB1086,SB116,2,15.0,cash,2025-01-20,2025-01-26
TB100359,2025-03-06,CB1179,PB1046,SB115,2,20.0,Card,2025-03-08,2025-03-20
TB100360,2024-09-01,CB1161,PB1016,SB108,3,0.0,Cash,2024-09-03,2024-09-21
TB100361,2023-08-28,CB1262,PB1050,SB114,3,,Card,2023-08-28,2023-09-08
TB100362,2026-03-23,CB1326,PB1069,SB106,8,5.0,Card,2026-03-24,2026-04-06
TB100363,2025-09-29,CB1231,PB1080,SB102,6,5.0,cash,2025-09-30,2025-10-04
TB100364,2023-01-20,CB1288,PB1065,SB116,7,5.0,Net Banking,2023-01-21,2023-01-25
TB100365,2025-10-04,CB1086,PB1011,SB101,8,15.0,CARD,2025-10-05,2025-10-27
TB100366,2024-08-21,CB1148,PB1022,SB115,9,5.0,net banking,2024-08-21,2024-08-29
TB100367,2026-01-30,CB1138,PB1100,SB118,2,20.0,cash,2026-02-01,2026-02-04
TB100368,2026-01-15,CB1280,PB1028,SB114,8,,upi,2026-01-15,2026-02-08
TB100369,2024-05-21,CB1135,PB1045,SB103,8,0.0,net banking,2024-05-22,2024-06-18
TB100370,2023-08-29,CB1180,PB1111,SB114,10,,Card,2023-08-29,2023-09-04
TB100371,2023-10-13,CB1292,PB1045,SB118,1,5.0,Cash,2023-10-13,2023-11-08
TB100372,2026-01-08,CB1149,PB1074,SB109,5,,upi,2026-01-08,2026-01-18
TB100373,2023-10-05,CB1336,PB1017,SB105,5,0.0,CARD,2023-10-06,2023-11-04
TB100374,2023-10-27,CB1251,PB1019,SB109,7,5.0,Net Banking,2023-10-29,2023-11-08
TB100375,2025-02-07,CB1207,PB1066,SB109,2,,cash,2025-02-08,2025-02-10
TB100376,2025-07-20,CB1048,PB1094,SB115,1,20.0,cash,2025-07-21,2025-07-31
TB100377,2023-05-10,CB1109,PB1064,SB109,7,5.0,cash,2023-05-12,2023-05-24
TB100378,2024-08-03,CB1290,PB1110,SB116,3,20.0,cash,2024-08-04,2024-08-21
TB100379,2023-04-10,CB1009,PB1016,SB106,8,,net banking,2023-04-10,2023-04-13
TB100380,2025-07-23,CB1068,PB1113,SB110,4,15.0,Card,2025-07-23,2025-08-22
TB100381,2024-07-15,CB1043,PB1048,SB106,5,10.0,UPI,2024-07-15,2024-08-04
TB100382,2025-03-22,CB1220,PB1084,SB103,4,,upi,2025-03-24,2025-04-02
TB100383,2023-01-03,CB1304,PB1029,SB117,3,0.0,net banking,2023-01-03,2023-01-18
TB100384,2023-01-20,CB1217,PB1089,SB105,2,10.0,net banking,2023-01-20,2023-02-11
TB100385,2023-05-26,CB1053,PB1041,SB112,2,0.0,Cash,2023-05-26,2023-06-07
TB100386,2023-10-08,CB1036,PB1068,SB101,3,5.0,Card,2023-10-09,2023-11-02
TB100387,2025-06-20,CB1211,PB1079,SB115,3,5.0,CARD,2025-06-21,2025-07-14
TB100388,2023-06-27,CB1197,PB1045,SB114,10,0.0,cash,2023-06-27,2023-07-01
TB100389,2023-10-14,CB1128,PB1071,SB110,2,,UPI,2023-10-14,2023-10-22
TB100390,2024-09-09,CB1097,PB1096,SB113,9,20.0,Cash,2024-09-09,2024-09-25
TB100391,2023-04-22,CB1124,PB1064,SB103,2,15.0,UPI,2023-04-22,2023-05-07
TB100392,2025-01-09,CB1216,PB1047,SB118,10,15.0,Card,2025-01-10,2025-01-14
TB100393,2025-08-22,CB1008,PB1034,SB107,2,20.0,UPI,2025-08-22,2025-08-22
TB100394,2023-05-04,CB1213,PB1055,SB113,9,10.0,upi,2023-05-05,2023-05-21
TB100395,2026-01-03,CB1043,PB1040,SB103,5,5.0,CARD,2026-01-05,2026-01-24
TB100396,2023-11-15,CB1325,PB1098,SB103,10,15.0,Cash,2023-11-17,2023-11-27
TB100397,2025-06-14,CB1126,PB1012,SB114,1,5.0,upi,2025-06-16,2025-07-16
TB100398,2025-07-17,CB1342,PB1095,SB106,5,0.0,upi,2025-07-19,2025-08-07
TB100399,2023-01-26,CB1084,PB1064,SB112,1,,Cash,2023-01-28,2023-02-01
TB100400,2023-12-08,CB1061,PB1099,SB101,5,,cash,2023-12-09,2023-12-13
TB100401,2025-05-29,CB1296,PB1081,SB103,5,0.0,net banking,2025-05-30,2025-06-15
TB100402,2025-07-21,CB1291,PB1022,SB112,8,0.0,Card,2025-07-23,2025-08-03
TB100403,2024-06-06,CB1117,PB1095,SB117,2,20.0,UPI,2024-06-06,2024-07-04
TB100404,2023-04-01,CB1187,PB1050,SB105,8,0.0,Card,2023-04-01,2023-04-08
TB100405,2023-03-14,CB1115,PB1042,SB108,7,,Net Banking,2023-03-16,2023-04-10
TB100406,2024-10-17,CB1191,PB1016,SB117,10,0.0,UPI,2024-10-18,2024-11-13
TB100407,2024-01-03,CB1206,PB1009,SB115,1,20.0,Cash,2024-01-03,2024-01-28
TB100408,2024-09-28,CB1005,PB1048,SB107,8,20.0,Cash,2024-09-29,2024-10-01
TB100409,2026-02-28,CB1238,PB1048,SB116,4,20.0,CARD,2026-03-01,2026-03-24
TB100410,2026-01-24,CB1013,PB1030,SB118,7,0.0,cash,2026-01-24,2026-01-28
TB100411,2023-01-20,CB1158,PB1014,SB107,7,,CARD,2023-01-21,2023-01-21
TB100412,2025-05-09,CB1144,PB1012,SB102,3,0.0,CARD,2025-05-10,2025-06-09
TB100413,2025-11-30,CB1044,PB1075,SB104,8,10.0,Card,2025-12-01,2025-12-23
TB100414,2025-03-18,CB1223,PB1085,SB105,1,20.0,CARD,2025-03-18,2025-04-05
TB100415,2024-08-20,CB1168,PB1041,SB115,7,10.0,Cash,2024-08-21,2024-09-17
TB100416,2024-04-23,CB1300,PB1014,SB105,3,5.0,upi,2024-04-23,2024-05-23
TB100417,2023-12-03,CB1062,PB1069,SB112,7,10.0,CARD,2023-12-04,2023-12-18
TB100418,2025-07-14,CB1047,PB1021,SB110,2,10.0,UPI,2025-07-15,2025-07-29
TB100419,2024-03-16,CB1183,PB1051,SB117,4,0.0,UPI,2024-03-17,2024-03-21
TB100420,2024-09-04,CB1208,PB1110,SB115,1,5.0,CARD,2024-09-05,2024-10-01
TB100421,2023-07-13,CB1007,PB1008,SB108,2,5.0,Card,2023-07-14,2023-07-17
TB100422,2024-02-10,CB1299,PB1076,SB109,2,,upi,2024-02-11,2024-02-22
TB100423,2023-02-14,CB1066,PB1012,SB111,8,,upi,2023-02-14,2023-02-20
TB100424,2023-03-29,CB1222,PB1106,SB113,10,5.0,net banking,2023-03-30,2023-03-31
TB100425,2023-03-02,CB1182,PB1028,SB106,3,15.0,Cash,2023-03-03,2023-03-24
TB100426,2024-07-27,CB1315,PB1080,SB108,1,5.0,Cash,2024-07-28,2024-08-25
TB100427,2025-10-18,CB1032,PB1012,SB109,8,20.0,Net Banking,2025-10-19,2025-11-16
TB100428,2023-10-09,CB1128,PB1081,SB118,9,,UPI,2023-10-10,2023-10-16
TB100429,2025-02-22,CB1249,PB1045,SB117,9,15.0,cash,2025-02-24,2025-03-07
TB100430,2025-03-06,CB1306,PB1029,SB101,6,0.0,Cash,2025-03-07,2025-03-12
TB100431,2023-04-30,CB1120,PB1021,SB104,10,10.0,CARD,2023-05-01,2023-05-17
TB100432,2024-05-08,CB1113,PB1074,SB113,1,,cash,2024-05-09,2024-05-26
TB100433,2023-12-22,CB1184,PB1117,SB101,6,20.0,cash,2023-12-22,2023-12-29
TB100434,2026-03-08,CB1253,PB1070,SB110,4,20.0,Card,2026-03-10,2026-03-14
TB100435,2025-10-01,CB1309,PB1029,SB101,4,0.0,net banking,2025-10-01,2025-10-03
TB100436,2023-01-02,CB1067,PB1044,SB106,4,20.0,cash,2023-01-03,2023-02-01
TB100437,2023-05-02,CB1057,PB1109,SB117,3,20.0,cash,2023-05-02,2023-05-06
TB100438,2023-05-29,CB1301,PB1013,SB111,7,,Cash,2023-05-30,2023-06-21
TB100439,2024-10-22,CB1328,PB1063,SB111,7,,Card,2024-10-22,2024-10-27
TB100440,2026-02-24,CB1115,PB1086,SB106,6,20.0,Net Banking,2026-02-26,2026-03-26
TB100441,2024-09-20,CB1091,PB1094,SB101,3,10.0,Net Banking,2024-09-22,2024-10-14
TB100442,2026-03-08,CB1314,PB1029,SB104,6,20.0,net banking,2026-03-08,2026-03-13
TB100443,2023-10-16,CB1178,PB1041,SB106,4,0.0,upi,2023-10-17,2023-11-09
TB100444,2024-11-18,CB1128,PB1089,SB103,4,10.0,cash,2024-11-19,2024-11-19
TB100445,2024-06-09,CB1198,PB1057,SB114,1,0.0,Card,2024-06-09,2024-07-02
TB100446,2025-04-27,CB1280,PB1049,SB104,6,15.0,net banking,2025-04-28,2025-05-26
TB100447,2026-03-29,CB1084,PB1058,SB103,4,,UPI,2026-03-31,2026-04-24
TB100448,2024-08-26,CB1038,PB1044,SB106,2,10.0,Net Banking,2024-08-26,2024-09-05
TB100449,2023-11-26,CB1174,PB1077,SB116,2,20.0,UPI,2023-11-28,2023-11-30
TB100450,2025-06-02,CB1081,PB1007,SB104,7,20.0,cash,2025-06-04,2025-06-09
TB100451,2024-02-25,CB1277,PB1034,SB110,9,,Cash,2024-02-25,2024-03-09
TB100452,2024-05-01,CB1282,PB1108,SB116,10,15.0,Card,2024-05-01,2024-05-02
TB100453,2023-04-22,CB1151,PB1106,SB116,2,15.0,CARD,2023-04-23,2023-04-23
TB100454,2023-07-18,CB1042,PB1061,SB104,5,5.0,Cash,2023-07-18,2023-07-24
TB100455,2025-03-25,CB1047,PB1083,SB118,5,,Net Banking,2025-03-26,2025-04-10
TB100456,2024-01-14,CB1096,PB1058,SB102,6,15.0,Cash,2024-01-15,2024-02-12
TB100457,2025-06-19,CB1289,PB1008,SB105,5,5.0,upi,2025-06-20,2025-06-28
TB100458,2023-06-25,CB1302,PB1030,SB118,7,20.0,UPI,2023-06-27,2023-07-08
TB100459,2025-03-03,CB1294,PB1113,SB108,8,20.0,net banking,2025-03-05,2025-03-18
TB100460,2024-09-04,CB1258,PB1074,SB117,1,,Card,2024-09-04,2024-09-16
TB100461,2023-09-04,CB1099,PB1017,SB102,4,5.0,Net Banking,2023-09-05,2023-09-10
TB100462,2023-06-10,CB1305,PB1034,SB111,3,5.0,upi,2023-06-12,2023-06-25
TB100463,2023-06-28,CB1167,PB1110,SB109,9,15.0,net banking,2023-06-29,2023-07-16
TB100464,2023-01-26,CB1215,PB1015,SB114,9,20.0,Card,2023-01-28,2023-02-16
TB100465,2023-10-31,CB1055,PB1073,SB104,2,20.0,Cash,2023-11-02,2023-11-20
TB100466,2026-01-01,CB1197,PB1084,SB116,5,15.0,net banking,2026-01-02,2026-01-30
TB100467,2023-03-18,CB1317,PB1078,SB113,3,15.0,UPI,2023-03-18,2023-03-26
TB100468,2025-03-21,CB1244,PB1118,SB109,1,5.0,cash,2025-03-22,2025-04-13
TB100469,2023-02-11,CB1144,PB1108,SB116,5,10.0,upi,2023-02-12,2023-03-10
TB100470,2024-04-11,CB1165,PB1035,SB114,8,,upi,2024-04-11,2024-04-20
TB100471,2024-01-20,CB1265,PB1112,SB112,8,15.0,UPI,2024-01-21,2024-01-27
TB100472,2025-11-21,CB1207,PB1018,SB117,9,10.0,UPI,2025-11-21,2025-11-23
TB100473,2023-12-22,CB1128,PB1005,SB115,1,5.0,UPI,2023-12-22,2024-01-19
TB100474,2025-01-08,CB1238,PB1065,SB113,6,10.0,upi,2025-01-10,2025-01-16
TB100475,2023-03-04,CB1229,PB1023,SB116,10,15.0,cash,2023-03-04,2023-03-15
TB100476,2024-12-06,CB1146,PB1004,SB113,2,10.0,UPI,2024-12-06,2025-01-01
TB100477,2023-11-30,CB1332,PB1029,SB107,4,5.0,Cash,2023-12-02,2023-12-26
TB100478,2025-04-18,CB1243,PB1117,SB105,1,,Card,2025-04-20,2025-04-20
TB100479,2023-01-18,CB1330,PB1036,SB114,5,20.0,Net Banking,2023-01-18,2023-01-26
TB100480,2024-12-15,CB1155,PB1087,SB117,8,5.0,Net Banking,2024-12-16,2024-12-24
TB100481,2023-07-29,CB1288,PB1083,SB110,6,,Cash,2023-07-29,2023-08-14
TB100482,2023-08-10,CB1328,PB1042,SB109,5,10.0,Cash,2023-08-11,2023-08-13
TB100483,2024-09-03,CB1030,PB1104,SB113,4,20.0,cash,2024-09-03,2024-09-07
TB100484,2023-10-14,CB1152,PB1034,SB114,8,,Net Banking,2023-10-16,2023-10-16
TB100485,2025-03-06,CB1098,PB1044,SB108,10,20.0,net banking,2025-03-08,2025-03-09
TB100486,2025-01-04,CB1093,PB1038,SB104,9,5.0,net banking,2025-01-06,2025-01-15
TB100487,2023-09-20,CB1094,PB1088,SB111,9,,upi,2023-09-22,2023-09-30
TB100488,2024-03-31,CB1216,PB1101,SB111,5,,cash,2024-04-01,2024-04-08
TB100489,2024-06-17,CB1241,PB1007,SB103,2,15.0,net banking,2024-06-19,2024-06-28
TB100490,2024-02-03,CB1272,PB1039,SB114,7,,UPI,2024-02-05,2024-02-08
TB100491,2023-11-05,CB1292,PB1115,SB115,7,10.0,Card,2023-11-05,2023-11-11
TB100492,2024-10-09,CB1171,PB1081,SB106,8,0.0,cash,2024-10-11,2024-10-16
TB100493,2023-04-29,CB1087,PB1074,SB106,4,10.0,net banking,2023-04-29,2023-05-13
TB100494,2023-06-30,CB1207,PB1055,SB116,7,15.0,Net Banking,2023-06-30,2023-07-19
TB100495,2023-01-10,CB1008,PB1115,SB111,6,5.0,CARD,2023-01-10,2023-01-27
TB100496,2023-02-06,CB1116,PB1089,SB112,4,,Cash,2023-02-08,2023-02-08
TB100497,2023-09-22,CB1157,PB1022,SB103,10,20.0,UPI,2023-09-22,2023-10-04
TB100498,2024-09-02,CB1306,PB1068,SB111,9,,Net Banking,2024-09-03,2024-09-17
TB100499,2023-10-02,CB1097,PB1022,SB113,6,15.0,UPI,2023-10-03,2023-10-31
TB100500,2024-04-12,CB1012,PB1076,SB117,4,5.0,Card,2024-04-12,2024-05-05
TB100501,2023-09-10,CB1193,PB1113,SB109,1,,UPI,2023-09-11,2023-10-03
TB100502,2023-04-09,CB1025,PB1089,SB104,1,,Net Banking,2023-04-11,2023-04-14
TB100503,2025-06-28,CB1243,PB1090,SB105,5,20.0,CARD,2025-06-29,2025-07-02
TB100504,2023-01-20,CB1340,PB1067,SB109,2,,Card,2023-01-21,2023-02-03
TB100505,2025-05-07,CB1061,PB1037,SB104,10,,upi,2025-05-07,2025-05-23
TB100506,2025-10-16,CB1268,PB1026,SB112,5,5.0,Net Banking,2025-10-16,2025-11-04
TB100507,2024-08-27,CB1107,PB1089,SB116,8,20.0,cash,2024-08-27,2024-08-28
TB100508,2024-04-25,CB1057,PB1107,SB116,2,,Card,2024-04-25,2024-04-25
TB100509,2023-07-04,CB1132,PB1083,SB108,2,,net banking,2023-07-06,2023-07-08
TB100510,2024-08-29,CB1090,PB1112,SB102,2,0.0,Cash,2024-08-30,2024-09-13
TB100511,2025-01-07,CB1049,PB1109,SB102,2,15.0,UPI,2025-01-09,2025-01-19
TB100512,2023-10-11,CB1184,PB1115,SB115,6,5.0,Cash,2023-10-13,2023-11-02
TB100513,2023-07-10,CB1059,PB1052,SB113,3,10.0,net banking,2023-07-11,2023-08-06
TB100514,2024-07-10,CB1333,PB1114,SB106,7,15.0,upi,2024-07-11,2024-08-02
TB100515,2023-09-29,CB1054,PB1054,SB116,3,0.0,net banking,2023-10-01,2023-10-24
TB100516,2024-01-07,CB1015,PB1111,SB105,10,10.0,net banking,2024-01-09,2024-01-21
TB100517,2025-09-26,CB1024,PB1009,SB109,8,15.0,cash,2025-09-26,2025-10-24
TB100518,2023-01-26,CB1296,PB1093,SB108,9,,cash,2023-01-28,2023-02-24
TB100519,2025-11-29,CB1049,PB1056,SB108,10,,net banking,2025-12-01,2025-12-23
TB100520,2024-12-09,CB1077,PB1108,SB118,7,,UPI,2024-12-11,2025-01-01
TB100521,2023-01-24,CB1241,PB1110,SB116,9,5.0,Card,2023-01-26,2023-02-24
TB100522,2023-06-03,CB1143,PB1007,SB117,6,5.0,CARD,2023-06-04,2023-06-14
TB100523,2026-02-01,CB1041,PB1059,SB115,4,15.0,net banking,2026-02-03,2026-02-15
TB100524,2023-06-30,CB1255,PB1096,SB101,2,10.0,upi,2023-07-01,2023-07-15
TB100525,2025-04-06,CB1001,PB1106,SB103,9,20.0,Cash,2025-04-07,2025-04-08
TB100526,2025-11-07,CB1175,PB1047,SB102,8,,CARD,2025-11-09,2025-11-15
TB100527,2025-07-19,CB1243,PB1092,SB112,10,20.0,net banking,2025-07-20,2025-08-06
TB100528,2023-08-22,CB1002,PB1044,SB112,4,,Cash,2023-08-22,2023-09-15
TB100529,2026-01-26,CB1024,PB1115,SB106,2,,net banking,2026-01-28,2026-02-08
TB100530,2023-10-15,CB1055,PB1033,SB107,7,,CARD,2023-10-17,2023-11-09
TB100531,2023-09-05,CB1174,PB1014,SB114,4,15.0,UPI,2023-09-06,2023-09-12
TB100532,2023-09-10,CB1259,PB1018,SB116,10,,UPI,2023-09-11,2023-09-25
TB100533,2025-12-22,CB1300,PB1062,SB117,7,20.0,Card,2025-12-24,2025-12-25
TB100534,2026-03-30,CB1199,PB1085,SB111,2,5.0,Net Banking,2026-03-30,2026-04-22
TB100535,2025-05-07,CB1141,PB1051,SB111,4,,Cash,2025-05-09,2025-06-07
TB100536,2025-07-16,CB1263,PB1039,SB118,10,15.0,cash,2025-07-16,2025-07-20
TB100537,2026-02-07,CB1320,PB1092,SB110,4,5.0,cash,2026-02-09,2026-02-15
TB100538,2023-09-29,CB1278,PB1089,SB111,9,5.0,upi,2023-10-01,2023-10-21
TB100539,2024-12-22,CB1342,PB1091,SB114,10,20.0,Cash,2024-12-24,2025-01-08
TB100540,2025-05-15,CB1196,PB1019,SB102,1,0.0,UPI,2025-05-15,2025-05-31
TB100541,2024-02-14,CB1350,PB1033,SB105,5,5.0,UPI,2024-02-15,2024-03-10
TB100542,2024-08-27,CB1184,PB1105,SB115,1,20.0,upi,2024-08-27,2024-09-20
TB100543,2026-02-24,CB1200,PB1031,SB117,9,,Cash,2026-02-24,2026-03-19
TB100544,2023-04-07,CB1283,PB1007,SB101,6,15.0,Cash,2023-04-08,2023-04-20
TB100545,2024-02-20,CB1325,PB1091,SB112,4,15.0,CARD,2024-02-22,2024-03-20
TB100546,2024-02-01,CB1096,PB1023,SB117,2,5.0,upi,2024-02-02,2024-02-16
TB100547,2025-02-11,CB1136,PB1017,SB106,9,10.0,Cash,2025-02-11,2025-02-24
TB100548,2023-01-12,CB1021,PB1020,SB111,3,,UPI,2023-01-13,2023-01-27
TB100549,2024-09-08,CB1184,PB1010,SB111,9,20.0,CARD,2024-09-09,2024-10-04
TB100550,2024-01-12,CB1213,PB1070,SB118,3,20.0,Net Banking,2024-01-14,2024-01-16
TB100551,2023-07-08,CB1170,PB1047,SB110,6,5.0,CARD,2023-07-09,2023-07-16
TB100552,2025-12-22,CB1059,PB1086,SB112,1,,net banking,2025-12-23,2026-01-09
TB100553,2024-05-07,CB1021,PB1088,SB111,4,20.0,Net Banking,2024-05-09,2024-05-28
TB100554,2023-08-21,CB1013,PB1117,SB117,5,20.0,cash,2023-08-22,2023-08-30
TB100555,2025-11-19,CB1152,PB1115,SB107,1,15.0,cash,2025-11-21,2025-12-05
TB100556,2025-11-18,CB1276,PB1069,SB101,3,0.0,upi,2025-11-18,2025-12-18
TB100557,2024-03-07,CB1054,PB1027,SB118,7,5.0,Net Banking,2024-03-09,2024-03-29
TB100558,2023-05-28,CB1236,PB1092,SB111,1,5.0,UPI,2023-05-30,2023-06-20
TB100559,2023-06-29,CB1286,PB1010,SB108,5,5.0,Cash,2023-06-29,2023-06-30
TB100560,2025-04-14,CB1222,PB1041,SB101,7,,Net Banking,2025-04-15,2025-04-29
TB100561,2023-08-31,CB1033,PB1097,SB102,10,,upi,2023-09-02,2023-09-02
TB100562,2025-01-02,CB1311,PB1012,SB110,5,10.0,net banking,2025-01-04,2025-01-07
TB100563,2025-02-20,CB1243,PB1021,SB118,1,,CARD,2025-02-21,2025-03-19
TB100564,2023-10-07,CB1325,PB1019,SB110,5,20.0,cash,2023-10-09,2023-10-21
